,ID Ticket,Fecha,Tipo,Categoría,ID Empleado,ID Agente,Severidad,Prioridad,Días Resolución,Satisfacción
22344,SWLTER-4243974783,2020-05-23,Solicitud,Software,768,17,2 - Normal,1 - Baja,2,5
22345,SWLTER-4244059147,2020-08-16,Solicitud,Software,1934,1,2 - Normal,1 - Baja,12,4
22346,SWLTER-4244089155,2020-09-15,Solicitud,Hardware,1475,1,2 - Normal,1 - Baja,2,5
22347,SWLTER-4343834795,2020-01-04,Solicitud,Software,649,7,2 - Normal,1 - Baja,13,4
22348,SWLTER-4343917608,2020-03-27,Solicitud,Hardware,1850,26,2 - Normal,1 - Baja,8,5
22349,SWLTER-4343981375,2020-05-30,Solicitud,Software,237,13,2 - Normal,1 - Baja,13,4
22350,SWLTER-4344053083,2020-08-10,Solicitud,Software,868,30,2 - Normal,1 - Baja,3,4
22351,SWLTER-4444140380,2020-11-05,Solicitud,Hardware,1018,3,2 - Normal,1 - Baja,14,5
22352,SWLTER-4544137000,2020-11-02,Solicitud,Software,1780,50,2 - Normal,1 - Baja,15,5
22353,SWLTER-4643875163,2020-02-14,Solicitud,Software,1166,1,2 - Normal,1 - Baja,6,5
22354,SWLTER-4643928466,2020-04-07,Solicitud,Software,1166,4,2 - Normal,1 - Baja,16,4
22355,SWLTER-4743845339,2020-01-15,Solicitud,Software,1213,3,2 - Normal,1 - Baja,7,4
22356,SWLTER-4743850306,2020-01-20,Solicitud,Hardware,70,13,2 - Normal,1 - Baja,10,4
22357,SWLTER-4743907362,2020-03-17,Solicitud,Software,1386,13,2 - Normal,1 - Baja,7,5
22358,SWLTER-4743932005,2020-04-11,Solicitud,Hardware,1860,50,2 - Normal,1 - Baja,0,4
22359,SWLTER-4743945207,2020-04-24,Solicitud,Software,220,32,2 - Normal,1 - Baja,7,4
22360,SWLTER-4743949994,2020-04-28,Solicitud,Software,1819,39,2 - Normal,1 - Baja,7,4
22361,SWLTER-4744028334,2020-07-16,Solicitud,Software,783,13,2 - Normal,1 - Baja,7,5
22362,SWLTER-4844001848,2020-06-19,Solicitud,Software,1944,28,2 - Normal,1 - Baja,8,4
22363,SWLTER-4844020286,2020-07-08,Solicitud,Hardware,868,42,2 - Normal,1 - Baja,7,4
22364,SWLTER-4844020808,2020-07-08,Solicitud,Software,1540,28,2 - Normal,1 - Baja,8,4
22365,SWLTER-4844063856,2020-08-20,Solicitud,Software,1495,18,2 - Normal,1 - Baja,8,4
22366,SWLTER-4844073694,2020-08-30,Solicitud,Software,829,16,2 - Normal,1 - Baja,8,4
22367,SWLTER-4844117180,2020-10-13,Solicitud,Software,998,1,2 - Normal,1 - Baja,8,4
22368,SWLTER-5043905286,2020-03-15,Solicitud,Software,1408,32,2 - Normal,1 - Baja,10,4
22369,SWLTER-5044190866,2020-12-25,Solicitud,Software,56,28,2 - Normal,1 - Baja,10,4
22370,SWLTER-5144020626,2020-07-08,Solicitud,Software,632,6,2 - Normal,1 - Baja,11,5
22371,SWLTER-5144087258,2020-09-13,Solicitud,Software,675,32,2 - Normal,1 - Baja,11,5
22372,SWLTER-5144114104,2020-10-10,Solicitud,Hardware,930,1,2 - Normal,1 - Baja,1,5
22373,SWLTER-5243982101,2020-05-31,Solicitud,Hardware,560,41,2 - Normal,1 - Baja,13,1
22374,SWLTER-5244196094,2020-12-31,Solicitud,Hardware,1369,10,2 - Normal,1 - Baja,12,5
22375,SWLTER-5344000461,2020-06-18,Solicitud,Software,656,24,2 - Normal,1 - Baja,13,4
22376,SWLTER-5344059891,2020-08-16,Solicitud,Hardware,1279,38,2 - Normal,1 - Baja,13,5
22377,SWLTER-5443918256,2020-03-28,Solicitud,Software,175,22,2 - Normal,1 - Baja,14,1
22378,SWLTER-5443938333,2020-04-17,Solicitud,Hardware,653,23,2 - Normal,1 - Baja,10,5
22379,SWLTER-5444017195,2020-07-05,Solicitud,Software,469,41,2 - Normal,1 - Baja,14,4
22380,SWLTER-5444106918,2020-10-02,Solicitud,Hardware,591,9,2 - Normal,1 - Baja,10,4
22381,SWLTER-5543965624,2020-05-14,Solicitud,Software,722,16,2 - Normal,1 - Baja,13,4
22382,SWLTER-5544022100,2020-07-10,Solicitud,Software,80,41,2 - Normal,1 - Baja,5,1
22383,SWLTER-5544022158,2020-07-10,Solicitud,Software,1115,21,2 - Normal,1 - Baja,5,5
22384,SWLTER-5544125163,2020-10-21,Solicitud,Software,656,31,2 - Normal,1 - Baja,5,5
22385,SWLTER-5643904426,2020-03-14,Solicitud,Software,212,4,2 - Normal,1 - Baja,6,5
22386,SWLTER-5643969999,2020-05-18,Solicitud,Hardware,1419,49,2 - Normal,1 - Baja,6,5
22387,SWLTER-5644178631,2020-12-13,Solicitud,Software,883,6,2 - Normal,1 - Baja,6,4
22388,SWLTER-5743996522,2020-06-14,Solicitud,Software,1552,35,2 - Normal,1 - Baja,7,5
22389,SWLTER-5843911304,2020-03-21,Solicitud,Hardware,1200,13,2 - Normal,1 - Baja,5,5
22390,SWLTER-5844108664,2020-10-04,Solicitud,Software,1786,16,2 - Normal,1 - Baja,8,1
22391,SWLTER-5944072949,2020-08-29,Solicitud,Hardware,1734,39,2 - Normal,1 - Baja,16,5
22392,SWLTER-6043871419,2020-02-10,Solicitud,Software,591,4,2 - Normal,1 - Baja,10,5
22393,SWLTER-6043881048,2020-02-20,Solicitud,Software,1724,50,2 - Normal,1 - Baja,10,4
22394,SWLTER-6043941253,2020-04-20,Solicitud,Software,515,22,2 - Normal,1 - Baja,10,5
22395,SWLTER-6044172653,2020-12-07,Solicitud,Software,1345,6,2 - Normal,1 - Baja,10,4
22396,SWLTER-6044196483,2020-12-31,Solicitud,Software,1178,14,2 - Normal,1 - Baja,10,5
22397,SWLTER-6144151868,2020-11-16,Solicitud,Software,1316,18,2 - Normal,1 - Baja,11,5
22398,SWLTER-6244049078,2020-08-06,Solicitud,Software,507,30,2 - Normal,1 - Baja,12,5
22399,SWLTER-6343846294,2020-01-16,Solicitud,Software,909,12,2 - Normal,1 - Baja,3,4
22400,SWLTER-6344164965,2020-11-29,Solicitud,Software,86,39,2 - Normal,1 - Baja,13,5
22401,SWLTER-6344174828,2020-12-09,Solicitud,Software,972,38,2 - Normal,1 - Baja,3,4
22402,SWLTER-6443883246,2020-02-22,Solicitud,Software,1284,22,2 - Normal,1 - Baja,2,4
22403,SWLTER-6443961057,2020-05-10,Solicitud,Software,55,10,2 - Normal,1 - Baja,4,5
22404,SWLTER-6543842018,2020-01-12,Solicitud,Hardware,1081,30,2 - Normal,1 - Baja,15,5
22405,SWLTER-6643974697,2020-05-23,Solicitud,Software,249,36,2 - Normal,1 - Baja,6,4
22406,SWLTER-6743939439,2020-04-18,Solicitud,Software,1563,4,2 - Normal,1 - Baja,7,4
22407,SWLTER-6743944949,2020-04-23,Solicitud,Software,1974,49,2 - Normal,1 - Baja,0,5
22408,SWLTER-6743992466,2020-06-10,Solicitud,Software,1016,4,2 - Normal,1 - Baja,7,5
22409,SWLTER-6844191344,2020-12-26,Solicitud,Hardware,914,33,2 - Normal,1 - Baja,9,5
22410,SWLTER-6943861651,2020-01-31,Solicitud,Software,1795,6,2 - Normal,1 - Baja,15,4
22411,SWLTER-6944035374,2020-07-23,Solicitud,Hardware,667,23,2 - Normal,1 - Baja,10,5
22412,SWLTER-6944167393,2020-12-02,Solicitud,Software,259,3,2 - Normal,1 - Baja,9,4
22413,SWLTER-7043843872,2020-01-13,Solicitud,Software,317,48,2 - Normal,1 - Baja,10,4
22414,SWLTER-7043854997,2020-01-24,Solicitud,Software,69,9,2 - Normal,1 - Baja,10,5
22415,SWLTER-7044187085,2020-12-22,Solicitud,Software,338,50,2 - Normal,1 - Baja,10,1
22416,SWLTER-7143893433,2020-03-03,Solicitud,Software,1153,44,2 - Normal,1 - Baja,11,5
22417,SWLTER-7144011645,2020-06-29,Solicitud,Software,1034,6,2 - Normal,1 - Baja,11,4
22418,SWLTER-7244012046,2020-06-30,Solicitud,Hardware,494,10,2 - Normal,1 - Baja,12,4
22419,SWLTER-7244121920,2020-10-17,Solicitud,Software,592,39,2 - Normal,1 - Baja,12,5
22420,SWLTER-7244145714,2020-11-10,Solicitud,Software,781,7,2 - Normal,1 - Baja,12,4
22421,SWLTER-7343832342,2020-01-02,Solicitud,Software,1094,13,2 - Normal,1 - Baja,13,4
22422,SWLTER-7343881071,2020-02-20,Solicitud,Software,1577,50,2 - Normal,1 - Baja,13,5
22423,SWLTER-7443834767,2020-01-04,Solicitud,Software,1236,7,2 - Normal,1 - Baja,14,4
22424,SWLTER-7443900000,2020-03-10,Solicitud,Software,1820,30,2 - Normal,1 - Baja,14,4
22425,SWLTER-7543837296,2020-01-07,Solicitud,Software,1139,22,2 - Normal,1 - Baja,15,4
22426,SWLTER-7543963703,2020-05-12,Solicitud,Software,1230,7,2 - Normal,1 - Baja,15,1
22427,SWLTER-7544048942,2020-08-05,Solicitud,Software,724,49,2 - Normal,1 - Baja,15,4
22428,SWLTER-7743847312,2020-01-17,Solicitud,Software,721,33,2 - Normal,1 - Baja,7,4
22429,SWLTER-7843904310,2020-03-14,Solicitud,Software,1451,33,2 - Normal,1 - Baja,8,5
22430,SWLTER-7843915883,2020-03-25,Solicitud,Software,678,28,2 - Normal,1 - Baja,8,4
22431,SWLTER-7844010051,2020-06-28,Solicitud,Software,675,10,2 - Normal,1 - Baja,8,5
22432,SWLTER-7844021344,2020-07-09,Solicitud,Software,1544,23,2 - Normal,1 - Baja,9,4
22433,SWLTER-7943977264,2020-05-26,Solicitud,Hardware,336,32,2 - Normal,1 - Baja,3,5
22434,SWLTER-7943981230,2020-05-30,Solicitud,Hardware,1393,32,2 - Normal,1 - Baja,18,4
22435,SWLTER-7944041988,2020-07-29,Solicitud,Hardware,688,19,2 - Normal,1 - Baja,13,1
22436,SWLTER-7944051025,2020-08-08,Solicitud,Software,1282,40,2 - Normal,1 - Baja,9,4
22437,SWLTER-8044102515,2020-09-28,Solicitud,Hardware,971,25,2 - Normal,1 - Baja,12,5
22438,SWLTER-8243968045,2020-05-17,Solicitud,Software,1474,10,2 - Normal,1 - Baja,12,5
22439,SWLTER-8244098829,2020-09-24,Solicitud,Hardware,892,8,2 - Normal,1 - Baja,12,5
22440,SWLTER-8244114447,2020-10-10,Solicitud,Software,374,4,2 - Normal,1 - Baja,12,4
22441,SWLTER-8344161243,2020-11-26,Solicitud,Software,754,2,2 - Normal,1 - Baja,3,5
22442,SWLTER-8643894395,2020-03-04,Solicitud,Software,1309,43,2 - Normal,1 - Baja,6,4
22443,SWLTER-8644030817,2020-07-18,Solicitud,Software,1011,38,2 - Normal,1 - Baja,6,5
22444,SWLTER-8644085495,2020-09-11,Solicitud,Software,1819,44,2 - Normal,1 - Baja,6,5
22445,SWLTER-8744006319,2020-06-24,Solicitud,Software,1841,3,2 - Normal,1 - Baja,7,4
22446,SWLTER-8744083833,2020-09-09,Solicitud,Hardware,803,28,2 - Normal,1 - Baja,5,4
22447,SWLTER-8843855861,2020-01-25,Solicitud,Hardware,1986,28,2 - Normal,1 - Baja,2,4
22448,SWLTER-8943942231,2020-04-21,Solicitud,Software,1603,22,2 - Normal,1 - Baja,9,5
22449,SWLTER-9044143942,2020-11-08,Solicitud,Software,944,39,2 - Normal,1 - Baja,10,4
22450,SWLTER-9143859986,2020-01-29,Solicitud,Software,1608,49,2 - Normal,1 - Baja,11,4
22451,SWLTER-9144120027,2020-10-16,Solicitud,Software,222,50,2 - Normal,1 - Baja,11,5
22452,SWLTER-9144124746,2020-10-20,Solicitud,Software,1524,37,2 - Normal,1 - Baja,11,5
22453,SWLTER-9243902791,2020-03-12,Solicitud,Software,1669,47,2 - Normal,1 - Baja,2,5
22454,SWLTER-9243905810,2020-03-15,Solicitud,Software,1061,38,2 - Normal,1 - Baja,12,4
22455,SWLTER-9343877105,2020-02-16,Solicitud,Software,160,1,2 - Normal,1 - Baja,13,5
22456,SWLTER-9343893211,2020-03-03,Solicitud,Software,591,32,2 - Normal,1 - Baja,13,1
22457,SWLTER-9343955031,2020-05-04,Solicitud,Software,1703,40,2 - Normal,1 - Baja,13,4
22458,SWLTER-9344032930,2020-07-20,Solicitud,Hardware,1603,49,2 - Normal,1 - Baja,7,5
22459,SWLTER-9344154695,2020-11-19,Solicitud,Software,1309,26,2 - Normal,1 - Baja,13,4
22460,SWLTER-9543993492,2020-06-11,Solicitud,Hardware,129,44,2 - Normal,1 - Baja,10,4
22461,SWLTER-9643844375,2020-01-14,Solicitud,Hardware,267,3,2 - Normal,1 - Baja,7,5
22462,SWLTER-9643877455,2020-02-16,Solicitud,Hardware,45,44,2 - Normal,1 - Baja,7,4
22463,SWLTER-9644171811,2020-12-06,Solicitud,Software,1031,28,2 - Normal,1 - Baja,6,5
22464,SWLTER-9644186820,2020-12-21,Solicitud,Hardware,1892,28,2 - Normal,1 - Baja,16,4
22465,SWLTER-9743942320,2020-04-21,Solicitud,Software,992,13,2 - Normal,1 - Baja,6,4
22466,SWLTER-9843904040,2020-03-14,Solicitud,Software,184,20,2 - Normal,1 - Baja,8,4
22467,SWLTER-9843922008,2020-04-01,Solicitud,Hardware,1820,40,2 - Normal,1 - Baja,16,4
22468,SWLTER-9844018000,2020-07-06,Solicitud,Software,1310,40,2 - Normal,1 - Baja,8,4
22469,SWLTER-9943865055,2020-02-04,Solicitud,Software,95,30,2 - Normal,1 - Baja,9,4
22470,SWLTER-9943898720,2020-03-08,Solicitud,Software,362,7,2 - Normal,1 - Baja,9,5
22471,SWLTER-9944038170,2020-07-26,Solicitud,Software,427,41,4 - Crítico,1 - Baja,5,4
22472,SWLTER-9944122677,2020-10-18,Solicitud,Software,1647,26,2 - Normal,1 - Baja,9,5
22473,SWLTET-0744196632,2020-12-31,Solicitud,Software,423,6,2 - Normal,1 - Baja,7,4
22474,SWLTET-3244062039,2020-08-19,Solicitud,Software,423,50,2 - Normal,1 - Baja,12,5
22475,SWLTET-4144162540,2020-11-27,Solicitud,Hardware,1174,15,2 - Normal,1 - Baja,11,5
22476,SWLTET-8744058290,2020-08-15,Solicitud,Hardware,429,22,2 - Normal,1 - Baja,7,5
22477,SWLTNR-0043860899,2020-01-30,Solicitud,Acceso/Login,279,28,2 - Normal,1 - Baja,0,5
22478,SWLTNR-0043885001,2020-02-24,Solicitud,Acceso/Login,340,40,2 - Normal,1 - Baja,0,5
22479,SWLTNR-0043929912,2020-04-08,Solicitud,Acceso/Login,871,49,2 - Normal,1 - Baja,0,4
22480,SWLTNR-0043930494,2020-04-09,Solicitud,Acceso/Login,279,4,2 - Normal,1 - Baja,0,5
22481,SWLTNR-0043931907,2020-04-10,Solicitud,Acceso/Login,1040,29,2 - Normal,1 - Baja,0,5
22482,SWLTNR-0043963847,2020-05-12,Solicitud,Acceso/Login,914,28,2 - Normal,1 - Baja,0,5
22483,SWLTNR-0043971327,2020-05-20,Solicitud,Acceso/Login,102,33,2 - Normal,1 - Baja,0,5
22484,SWLTNR-0044001515,2020-06-19,Solicitud,Acceso/Login,1641,25,2 - Normal,1 - Baja,0,4
22485,SWLTNR-0044001546,2020-06-19,Solicitud,Acceso/Login,524,25,2 - Normal,1 - Baja,0,5
22486,SWLTNR-0044020010,2020-07-08,Solicitud,Acceso/Login,631,40,2 - Normal,1 - Baja,0,4
22487,SWLTNR-0044068150,2020-08-25,Solicitud,Acceso/Login,1365,31,2 - Normal,1 - Baja,0,5
22488,SWLTNR-0044076316,2020-09-02,Solicitud,Acceso/Login,1881,43,2 - Normal,1 - Baja,0,4
22489,SWLTNR-0044108466,2020-10-04,Solicitud,Acceso/Login,1736,14,2 - Normal,1 - Baja,0,5
22490,SWLTNR-0044128746,2020-10-24,Solicitud,Acceso/Login,1344,7,2 - Normal,1 - Baja,0,4
22491,SWLTNR-0044131848,2020-10-27,Solicitud,Acceso/Login,1694,38,2 - Normal,1 - Baja,0,5
22492,SWLTNR-0044141197,2020-11-06,Solicitud,Acceso/Login,1999,41,2 - Normal,1 - Baja,0,1
22493,SWLTNR-0044148772,2020-11-13,Solicitud,Acceso/Login,1117,37,2 - Normal,1 - Baja,0,5
22494,SWLTNR-0044153648,2020-11-18,Solicitud,Acceso/Login,1574,46,2 - Normal,1 - Baja,0,4
22495,SWLTNR-0044162247,2020-11-27,Solicitud,Acceso/Login,724,22,2 - Normal,1 - Baja,0,1
22496,SWLTNR-0044164797,2020-11-29,Solicitud,Acceso/Login,1309,37,2 - Normal,1 - Baja,0,4
22497,SWLTNR-0044195333,2020-12-30,Solicitud,Acceso/Login,613,13,2 - Normal,1 - Baja,0,4
22498,SWLTNR-0143869845,2020-02-08,Solicitud,Acceso/Login,1944,28,2 - Normal,1 - Baja,1,4
22499,SWLTNR-0143875975,2020-02-14,Solicitud,Acceso/Login,967,19,2 - Normal,1 - Baja,1,4
22500,SWLTNR-0143891266,2020-03-01,Solicitud,Acceso/Login,726,22,2 - Normal,1 - Baja,1,5
22501,SWLTNR-0143928156,2020-04-07,Solicitud,Acceso/Login,1035,41,2 - Normal,1 - Baja,1,4
22502,SWLTNR-0144091920,2020-09-17,Solicitud,Acceso/Login,322,49,2 - Normal,1 - Baja,1,4
22503,SWLTNR-0144121965,2020-10-17,Solicitud,Acceso/Login,1106,49,2 - Normal,1 - Baja,1,4
22504,SWLTNR-0144140438,2020-11-05,Solicitud,Acceso/Login,583,4,2 - Normal,1 - Baja,1,5
22505,SWLTNR-0244140541,2020-11-05,Solicitud,Acceso/Login,1284,35,2 - Normal,1 - Baja,2,4
22506,SWLTNR-1043861642,2020-01-31,Solicitud,Acceso/Login,984,26,2 - Normal,1 - Baja,0,4
22507,SWLTNR-1043872723,2020-02-11,Solicitud,Acceso/Login,102,7,2 - Normal,1 - Baja,0,5
22508,SWLTNR-1043883087,2020-02-22,Solicitud,Acceso/Login,628,50,4 - Crítico,1 - Baja,0,4
22509,SWLTNR-1043908103,2020-03-18,Solicitud,Acceso/Login,2000,1,2 - Normal,1 - Baja,0,5
22510,SWLTNR-1043910135,2020-03-20,Solicitud,Acceso/Login,1643,31,2 - Normal,1 - Baja,0,5
22511,SWLTNR-1043913992,2020-03-23,Solicitud,Acceso/Login,1549,39,2 - Normal,1 - Baja,0,4
22512,SWLTNR-1043967615,2020-05-16,Solicitud,Acceso/Login,721,6,2 - Normal,1 - Baja,0,5
22513,SWLTNR-1043977239,2020-05-26,Solicitud,Acceso/Login,803,32,2 - Normal,1 - Baja,0,5
22514,SWLTNR-1043982881,2020-05-31,Solicitud,Acceso/Login,998,38,2 - Normal,1 - Baja,0,4
22515,SWLTNR-1044012094,2020-06-30,Solicitud,Acceso/Login,169,50,2 - Normal,1 - Baja,0,4
22516,SWLTNR-1044053443,2020-08-10,Solicitud,Acceso/Login,1624,4,2 - Normal,1 - Baja,0,4
22517,SWLTNR-1044074069,2020-08-31,Solicitud,Acceso/Login,1236,50,2 - Normal,1 - Baja,0,5
22518,SWLTNR-1044087775,2020-09-13,Solicitud,Acceso/Login,1627,37,2 - Normal,1 - Baja,0,5
22519,SWLTNR-1044087783,2020-09-13,Solicitud,Acceso/Login,1488,37,2 - Normal,1 - Baja,0,4
22520,SWLTNR-1044092090,2020-09-18,Solicitud,Acceso/Login,1599,50,2 - Normal,1 - Baja,0,5
22521,SWLTNR-1044118675,2020-10-14,Solicitud,Acceso/Login,1827,46,2 - Normal,1 - Baja,0,4
22522,SWLTNR-1044190304,2020-12-25,Solicitud,Acceso/Login,1840,3,2 - Normal,1 - Baja,0,4
22523,SWLTNR-1143902339,2020-03-12,Solicitud,Acceso/Login,353,3,2 - Normal,1 - Baja,1,4
22524,SWLTNR-1143927868,2020-04-06,Solicitud,Acceso/Login,1316,38,2 - Normal,1 - Baja,1,4
22525,SWLTNR-1144047337,2020-08-04,Solicitud,Acceso/Login,1563,3,2 - Normal,1 - Baja,1,4
22526,SWLTNR-1144048551,2020-08-05,Solicitud,Acceso/Login,635,25,2 - Normal,1 - Baja,1,5
22527,SWLTNR-1144135269,2020-10-31,Solicitud,Acceso/Login,336,22,2 - Normal,1 - Baja,1,5
22528,SWLTNR-1243881415,2020-02-20,Solicitud,Acceso/Login,21,4,2 - Normal,1 - Baja,2,4
22529,SWLTNR-1244068352,2020-08-25,Solicitud,Acceso/Login,1115,3,2 - Normal,1 - Baja,2,4
22530,SWLTNR-1344114919,2020-10-10,Solicitud,Acceso/Login,101,9,2 - Normal,1 - Baja,3,5
22531,SWLTNR-2043842362,2020-01-12,Solicitud,Acceso/Login,1786,23,2 - Normal,1 - Baja,0,5
22532,SWLTNR-2043858296,2020-01-28,Solicitud,Acceso/Login,759,22,2 - Normal,1 - Baja,0,5
22533,SWLTNR-2043911134,2020-03-21,Solicitud,Acceso/Login,803,1,2 - Normal,1 - Baja,0,5
22534,SWLTNR-2043914369,2020-03-24,Solicitud,Acceso/Login,1986,13,2 - Normal,1 - Baja,0,5
22535,SWLTNR-2043955533,2020-05-04,Solicitud,Acceso/Login,1703,25,2 - Normal,1 - Baja,0,1
22536,SWLTNR-2043990830,2020-06-08,Solicitud,Acceso/Login,1343,18,2 - Normal,1 - Baja,0,5
22537,SWLTNR-2044029385,2020-07-17,Solicitud,Acceso/Login,598,13,2 - Normal,1 - Baja,0,4
22538,SWLTNR-2044037190,2020-07-25,Solicitud,Acceso/Login,1669,1,2 - Normal,1 - Baja,0,4
22539,SWLTNR-2044057228,2020-08-14,Solicitud,Acceso/Login,452,32,2 - Normal,1 - Baja,0,1
22540,SWLTNR-2044067862,2020-08-24,Solicitud,Acceso/Login,386,38,2 - Normal,1 - Baja,0,5
22541,SWLTNR-2044111545,2020-10-07,Solicitud,Acceso/Login,1624,15,2 - Normal,1 - Baja,0,4
22542,SWLTNR-2044125842,2020-10-21,Solicitud,Acceso/Login,1094,18,2 - Normal,1 - Baja,0,5
22543,SWLTNR-2044167536,2020-12-02,Solicitud,Acceso/Login,813,25,2 - Normal,1 - Baja,0,5
22544,SWLTNR-2044185315,2020-12-20,Solicitud,Acceso/Login,871,33,2 - Normal,1 - Baja,0,4
22545,SWLTNR-2143834105,2020-01-04,Solicitud,Acceso/Login,510,1,2 - Normal,1 - Baja,1,4
22546,SWLTNR-2143876637,2020-02-15,Solicitud,Acceso/Login,1593,6,2 - Normal,1 - Baja,1,4
22547,SWLTNR-2143928635,2020-04-07,Solicitud,Acceso/Login,1553,6,2 - Normal,1 - Baja,1,4
22548,SWLTNR-2143976862,2020-05-25,Solicitud,Acceso/Login,946,28,2 - Normal,1 - Baja,1,4
22549,SWLTNR-2144000325,2020-06-18,Solicitud,Acceso/Login,282,23,2 - Normal,1 - Baja,1,4
22550,SWLTNR-2243979399,2020-05-28,Solicitud,Acceso/Login,1919,3,2 - Normal,1 - Baja,2,5
22551,SWLTNR-2244067698,2020-08-24,Solicitud,Acceso/Login,759,6,2 - Normal,1 - Baja,2,5
22552,SWLTNR-3043848189,2020-01-18,Solicitud,Acceso/Login,978,11,2 - Normal,1 - Baja,0,4
22553,SWLTNR-3043870789,2020-02-09,Solicitud,Acceso/Login,348,7,2 - Normal,1 - Baja,0,4
22554,SWLTNR-3043872136,2020-02-11,Solicitud,Acceso/Login,1903,1,2 - Normal,1 - Baja,0,5
22555,SWLTNR-3043894500,2020-03-04,Solicitud,Acceso/Login,160,25,2 - Normal,1 - Baja,0,4
22556,SWLTNR-3043938338,2020-04-17,Solicitud,Acceso/Login,1603,23,2 - Normal,1 - Baja,0,5
22557,SWLTNR-3043955415,2020-05-04,Solicitud,Acceso/Login,1571,44,2 - Normal,1 - Baja,0,5
22558,SWLTNR-3043961728,2020-05-10,Solicitud,Acceso/Login,102,27,2 - Normal,1 - Baja,0,1
22559,SWLTNR-3043990229,2020-06-08,Solicitud,Acceso/Login,1692,12,2 - Normal,1 - Baja,0,4
22560,SWLTNR-3044002752,2020-06-20,Solicitud,Acceso/Login,1245,7,2 - Normal,1 - Baja,0,4
22561,SWLTNR-3044050065,2020-08-07,Solicitud,Acceso/Login,1986,50,2 - Normal,1 - Baja,0,4
22562,SWLTNR-3044052119,2020-08-09,Solicitud,Acceso/Login,91,11,2 - Normal,1 - Baja,0,1
22563,SWLTNR-3044067901,2020-08-24,Solicitud,Acceso/Login,1630,39,2 - Normal,1 - Baja,0,5
22564,SWLTNR-3044111268,2020-10-07,Solicitud,Acceso/Login,1276,12,2 - Normal,1 - Baja,0,5
22565,SWLTNR-3044111848,2020-10-07,Solicitud,Acceso/Login,1574,38,2 - Normal,1 - Baja,0,4
22566,SWLTNR-3044128279,2020-10-24,Solicitud,Acceso/Login,967,12,2 - Normal,1 - Baja,0,4
22567,SWLTNR-3044153505,2020-11-18,Solicitud,Acceso/Login,1210,5,2 - Normal,1 - Baja,0,4
22568,SWLTNR-3044161931,2020-11-26,Solicitud,Acceso/Login,803,9,2 - Normal,1 - Baja,0,5
22569,SWLTNR-3143885985,2020-02-24,Solicitud,Acceso/Login,1548,39,2 - Normal,1 - Baja,1,5
22570,SWLTNR-3144054901,2020-08-11,Solicitud,Acceso/Login,70,39,2 - Normal,1 - Baja,1,4
22571,SWLTNR-3144080084,2020-09-06,Solicitud,Acceso/Login,998,50,2 - Normal,1 - Baja,1,4
22572,SWLTNR-3144106615,2020-10-02,Solicitud,Acceso/Login,1291,6,2 - Normal,1 - Baja,1,5
22573,SWLTNR-3144135027,2020-10-31,Solicitud,Acceso/Login,1552,30,2 - Normal,1 - Baja,1,1
22574,SWLTNR-3144138126,2020-11-03,Solicitud,Acceso/Login,1102,11,2 - Normal,1 - Baja,1,5
22575,SWLTNR-3244007468,2020-06-25,Solicitud,Acceso/Login,56,4,2 - Normal,1 - Baja,2,5
22576,SWLTNR-3244010604,2020-06-28,Solicitud,Acceso/Login,1150,6,2 - Normal,1 - Baja,2,4
22577,SWLTNR-3244130220,2020-10-26,Solicitud,Acceso/Login,1262,22,2 - Normal,1 - Baja,2,4
22578,SWLTNR-3244180342,2020-12-15,Solicitud,Acceso/Login,624,13,2 - Normal,1 - Baja,2,4
22579,SWLTNR-4043845679,2020-01-15,Solicitud,Acceso/Login,947,6,2 - Normal,1 - Baja,0,4
22580,SWLTNR-4043903518,2020-03-13,Solicitud,Acceso/Login,851,35,2 - Normal,1 - Baja,0,5
22581,SWLTNR-4043951231,2020-04-30,Solicitud,Acceso/Login,753,2,2 - Normal,1 - Baja,0,4
22582,SWLTNR-4043956822,2020-05-05,Solicitud,Acceso/Login,1402,8,2 - Normal,1 - Baja,0,4
22583,SWLTNR-4044043805,2020-07-31,Solicitud,Acceso/Login,1710,18,2 - Normal,1 - Baja,0,5
22584,SWLTNR-4044054039,2020-08-11,Solicitud,Acceso/Login,1213,10,2 - Normal,1 - Baja,0,4
22585,SWLTNR-4044064769,2020-08-21,Solicitud,Acceso/Login,56,7,2 - Normal,1 - Baja,0,4
22586,SWLTNR-4044070291,2020-08-27,Solicitud,Acceso/Login,69,32,2 - Normal,1 - Baja,0,5
22587,SWLTNR-4044083228,2020-09-09,Solicitud,Acceso/Login,1402,2,2 - Normal,1 - Baja,0,5
22588,SWLTNR-4044094441,2020-09-20,Solicitud,Acceso/Login,1994,4,2 - Normal,1 - Baja,0,4
22589,SWLTNR-4044096559,2020-09-22,Solicitud,Acceso/Login,1625,5,2 - Normal,1 - Baja,0,4
22590,SWLTNR-4044186791,2020-12-21,Solicitud,Acceso/Login,209,37,2 - Normal,1 - Baja,0,4
22591,SWLTNR-4044191211,2020-12-26,Solicitud,Acceso/Login,811,22,2 - Normal,1 - Baja,0,4
22592,SWLTNR-4044193253,2020-12-28,Solicitud,Acceso/Login,945,42,2 - Normal,1 - Baja,0,4
22593,SWLTNR-4143832344,2020-01-02,Solicitud,Acceso/Login,1824,43,2 - Normal,1 - Baja,1,5
